FileName,SKU,Scale_1,Scale_2,Scale_3,Scale_4
NORTHERN_WINTER_PATTERN_6.jpg,0477,25,50,75,100
PATTERN_55.jpg,0478,15,30,45,70
PARTY_PATTERN_7.jpg,0479,25,50,75,100
PORTRAIT_PATTERN_29.jpg,0480,15,30,45,70
pattern_0003_15.jpg,0481,30,70,100,150
UNIVERSAL_PATTERN#2_17.jpg,0482,25,50,75,100
PATTERN_371.jpg,0483,15,30,45,70
PATTERN_135.jpg,0484,15,30,45,70
WATERCOLOR_PATTERNS#2_10.jpg,0485,30,70,100,150
WATERCOLOR_PATTERNS#2_8.jpg,0486,30,70,100,150
UNIVERSAL_PATTERN#2_28.jpg,0487,15,30,45,70
Rainbow Glitter Paper 10.jpg,0488,25,50,75,100
Rainbow Glitter Paper 2.jpg,0489,25,50,75,100
Rainbow Glitter Paper 30.jpg,0490,25,50,75,100
PATTERN_510.jpg,0491,15,30,45,70
WATERCOLOR_PATTERN_9.jpg,0492,25,50,75,100
PATTERN_114.jpg,0493,15,30,45,70
mml-unicorns-07.jpg,0494,30,70,100,150
WATERCOLOR_TEXTURE_3.jpg,0495,15,30,45,70
WATERCOLOR_PATTERN_16.jpg,0496,15,30,45,70
WATERCOLOR_TEXTURE_6.jpg,0497,15,30,45,70
PATTERN_149.jpg,0498,25,50,75,100
WONDERLAND_PATTERN_19.jpg,0499,15,30,45,70
PORTRAIT_PATTERN_71.jpg,0500,15,30,45,70
WATERCOLOR_TEXTURE_25.jpg,0501,15,30,45,70
ARTISTIC_PATTERN_1.jpg,0502,15,30,45,70
WATERCOLOR_TEXTURE_5.jpg,0503,15,30,45,70
FOOTBALL PAPERS-01.jpg,0504,30,70,100,150
WATERCOLOR_TEXTURE_13.jpg,0505,15,30,45,70
red tile.jpg,0506,30,70,100,150
BLOOMING_PATTERN_11.jpg,0507,15,30,45,70
ARTISTIC_PATTERN_11.jpg,0508,15,30,45,70
FLORAL&GEOMETRIC_PATTERN_7.jpg,0509,30,70,100,150
BLOOMING_PATTERN_8.jpg,0510,15,30,45,70
UNIVERSAL_PATTERN#2_27.jpg,0511,15,30,45,70
WATERCOLOR_PATTERN_20.jpg,0512,15,30,45,70
UNIVERSAL_PATTERN#2_9.jpg,0513,15,30,45,70
PATTERN_507.jpg,0514,15,30,45,70
PATTERN_418.jpg,0515,15,30,45,70
PATTERN_81.jpg,0516,15,30,45,70
NORTHERN_WINTER_PATTERN_3.jpg,0517,15,30,45,70
CARTOON_PATTERN_8.jpg,0518,15,30,45,70
LINES_PATTERN_7.jpg,0519,30,70,100,150
pf5.jpg,0520,30,70,100,150
pf8.jpg,0521,25,50,75,100
UNIVERSAL_PATTERN#2_23.jpg,0522,15,30,45,70
pf6.jpg,0523,25,50,75,100
pf1.jpg,0524,30,70,100,150
LINES_PATTERN_6.jpg,0525,30,70,100,150
UNIVERSAL_PATTERN_12.jpg,0526,30,70,100,150
COLOR_PATTERN_19.jpg,0527,15,30,45,70
LINES_PATTERN_9.jpg,0528,25,50,75,100
UNIVERSAL_PATTERN#2_24.jpg,0529,15,30,45,70
SAFARI_PATTERN_7.jpg,0530,25,50,75,100
HAND_DRAWN_PATTERN#2_2.jpg,0531,30,70,100,150
PATTERN_4_ROSE_GOLD.jpg,0532,15,30,45,70
GEOMETRIC_PATTERN_1_ROSE_GOLD.jpg,0533,30,70,100,150
GEOMETRIC_PATTERN_3_ROSE_GOLD.jpg,0534,25,50,75,100
seamless mermaid papers_0008_x.jpg,0535,30,70,100,150
mml-unicorns-09.jpg,0536,30,70,100,150
SAFARI_PATTERN_2.jpg,0537,25,50,75,100
pf2.jpg,0538,25,50,75,100
WINTER_PATTERN#1_3.jpg,0539,25,50,75,100
WINTER_PATTERN#1_14.jpg,0540,25,50,75,100
WINTER_PATTERN#1_10.jpg,0541,15,30,45,70
WINTER_PATTERN#1_20.jpg,0542,15,30,45,70
WINTER_PATTERN#1_21.jpg,0543,15,30,45,70
SPORTS-PAPERS-02.jpg,0544,25,50,75,100
SPORTS-PAPERS-06.jpg,0545,25,50,75,100
UNIVERSAL_PATTERN#2_34.jpg,0546,15,30,45,70
CUTE_FOREST_PATTERN_6.jpg,0547,15,30,45,70
CUTE_FOREST_PATTERN_10.jpg,0548,25,50,75,100
PATTERN_425.jpg,0549,15,30,45,70
MML-donuts-01.jpg,0550,30,70,100,150
lullaby llama_0016_l.jpg,0551,30,70,100,150
PARTY_PATTERN_17.jpg,0552,15,30,45,70
UNIVERSAL_PATTERN_18.jpg,0553,25,50,75,100
PARTY_PATTERN_19.jpg,0554,25,50,75,100
PATTERN_424.jpg,0555,15,30,45,70
SPRING_PATTERN_14.jpg,0556,15,30,45,70
CARTOON_PATTERN_16.jpg,0557,15,30,45,70
UNIVERSAL_PATTERN#2_4.jpg,0558,15,30,45,70
PEONIES_PATTERNS_2.jpg,0559,30,70,100,150
FLORAL&GEOMETRIC_PATTERN_8.jpg,0560,30,70,100,150
WONDERLAND_PATTERN_21.jpg,0561,15,30,45,70
llama -10.jpg,0562,30,70,100,150
teal tile.jpg,0563,30,70,100,150
PATTERN_4_AQUAMARINE.jpg,0564,15,30,45,70
Chevron2.jpg,0565,30,70,100,150
UNIVERSAL_PATTERN#2_7.jpg,0566,15,30,45,70
PATTERN_502.jpg,0567,15,30,45,70
flamingo digital paper pack-10.jpg,0568,30,70,100,150
LINES_PATTERN_17.jpg,0569,25,50,75,100
COLOR_PATTERN_5.jpg,0570,15,30,45,70
WAVE_PATTERN_1.jpg,0571,25,50,75,100
SPORTS-PAPERS-03.jpg,0572,25,50,75,100
WATERCOLOR_TEXTURE_16.jpg,0573,15,30,45,70
GEOMETRIC_PATTERN_1_AQUAMARINE.jpg,0574,30,70,100,150
GEOMETRIC_PATTERN_3_AQUAMARINE.jpg,0575,25,50,75,100
PS789-01.jpg,0576,25,50,75,100
WONDERLAND_PATTERN_1.jpg,0577,15,30,45,70
HAND_DRAWN_PATTERN#1_9.jpg,0578,30,70,100,150
CARTOON_PATTERN_4.jpg,0579,15,30,45,70
PORTRAIT_PATTERN_26.jpg,0580,15,30,45,70
VERY_FRIENDLY_PATTERN_4.jpg,0581,15,30,45,70
SPRING_PATTERN_20.jpg,0582,15,30,45,70
SPRING_PATTERN_12.jpg,0583,15,30,45,70
llama -04.jpg,0584,30,70,100,150
UNIVERSAL_PATTERN_10.jpg,0585,25,50,75,100
seamless mermaid papers_0009_x.jpg,0586,30,70,100,150
FLORAL&GEOMETRIC_PATTERN_9.jpg,0587,30,70,100,150
UNIVERSAL_PATTERN_13.jpg,0588,25,50,75,100
COLOR_PATTERN_14.jpg,0589,15,30,45,70
mml-unicorns-01.jpg,0590,30,70,100,150
CARTOON_PATTERN_13.jpg,0591,15,30,45,70
WEDDING_PATTERN_7.jpg,0592,30,70,100,150
WONDERLAND_PATTERN_2.jpg,0593,25,50,75,100
WONDERLAND_PATTERN_17.jpg,0594,15,30,45,70
LINES_PATTERN_15.jpg,0595,25,50,75,100
LINES_PATTERN_14.jpg,0596,15,30,45,70
LINES_PATTERN_10.jpg,0597,25,50,75,100
LINES_PATTERN_16.jpg,0598,25,50,75,100
LINES_PATTERN_12.jpg,0599,25,50,75,100
LINES_PATTERN_11.jpg,0600,15,30,45,70
SAFARI_PATTERN_6.jpg,0601,25,50,75,100
WATERCOLOR_PATTERNS#2_6.jpg,0602,25,50,75,100
WATERCOLOR_PATTERN_10.jpg,0603,15,30,45,70
WATERCOLOR_PATTERN_17.jpg,0604,15,30,45,70
WATERCOLOR_PATTERNS#2_1.jpg,0605,25,50,75,100
WATERCOLOR_PATTERN_7.jpg,0606,25,50,75,100
WATERCOLOR_PATTERNS#2_5.jpg,0607,15,30,45,70
WATERCOLOR_PATTERNS#2_2.jpg,0608,15,30,45,70
WATERCOLOR_PATTERN_6.jpg,0609,15,30,45,70
WATERCOLOR_PATTERNS#2_4.jpg,0610,15,30,45,70
WATERCOLOR_PATTERNS#2_9.jpg,0611,30,70,100,150
WATERCOLOR_PATTERNS#2_3.jpg,0612,15,30,45,70
WATERCOLOR_PATTERNS#2_7.jpg,0613,30,70,100,150
WATERCOLOR_PATTERN_2.jpg,0614,15,30,45,70
VERY_FRIENDLY_PATTERN_7.jpg,0615,15,30,45,70
NORTHERN_WINTER_PATTERN_1.jpg,0616,15,30,45,70
SPRING_PATTERN_17.jpg,0617,15,30,45,70
lullaby llama_0003_l.jpg,0618,30,70,100,150
WINTER_PATTERN#2_2.jpg,0619,15,30,45,70
WINTER_PATTERN#2_1.jpg,0620,15,30,45,70
WINTER_PATTERN#2_8.jpg,0621,25,50,75,100
WINTER_PATTERN#2_6.jpg,0622,15,30,45,70
WINTER_PATTERN#2_7.jpg,0623,15,30,45,70
WINTER_PATTERN#1_1.jpg,0624,15,30,45,70
SPRING_PATTERN_1.jpg,0625,15,30,45,70
CUTE_FOREST_PATTERN_3.jpg,0626,25,50,75,100
SPRING_PATTERN_8.jpg,0627,15,30,45,70
UNIVERSAL_PATTERN_5.jpg,0628,30,70,100,150
HAND_DRAWN_PATTERN#2_19.jpg,0629,30,70,100,150
UNIVERSAL_PATTERN#2_14.jpg,0630,15,30,45,70
WATERCOLOR_TEXTURE_11.jpg,0631,15,30,45,70
WATERCOLOR_TEXTURE_17.jpg,0632,15,30,45,70
WATERCOLOR_TEXTURE_1.jpg,0633,15,30,45,70
UNIVERSAL_PATTERN_3.jpg,0634,30,70,100,150
yellow tile.jpg,0635,30,70,100,150
PATTERN_377.jpg,0636,15,30,45,70
WONDERLAND_PATTERN_13.jpg,0637,25,50,75,100
BLOOMING_PATTERN_7.jpg,0638,15,30,45,70
BLOOMING_PATTERN_2.jpg,0639,15,30,45,70
Chevron11.jpg,0640,30,70,100,150
PORTRAIT_PATTERN_74.jpg,0641,15,30,45,70
FLORAL_PATTERN_2.jpg,0642,30,70,100,150
PORTRAIT_PATTERN_50.jpg,0643,15,30,45,70
WEDDING_PATTERN_8.jpg,0644,25,50,75,100
UNIVERSAL_PATTERN_20.jpg,0645,25,50,75,100
PORTRAIT_PATTERN_52.jpg,0646,15,30,45,70
WATERCOLOR_TEXTURE_15.jpg,0647,15,30,45,70
CUTE_STAMPS_PATTERN_7.jpg,0648,15,30,45,70
